apogee_id,telescope,field,teff,logg,fe_h
2M07593303+6831259,apo25m,148+31_btx,4254.612,1.823589,-0.071774
2M16071749+3154129,apo25m,050+48_MGA,4370.878,1.933784,-0.08083
2M08211910+2333339,apo25m,201+30_btx,4697.019,2.27214,-0.19255
2M08211910+2333339,apo25m,201+30_btx,4699.966,2.274778,-0.20368
2M04282819+3134156,apo25m,169-12,4201.195,1.432614,-0.39824
2M21342115+1137063,apo25m,M15,6347.186,4.202273,-0.10481
2M06422796+0315097,apo25m,210+00,4958.037,2.400375,-0.66024
2M11471609+4833497,apo25m,150+65_MGA,4720.273,2.495081,-0.14861
2M07402002+3849269,apo25m,182+25,4514.092,2.484729,0.14608
2M07402002+3849269,apo25m,182+25,4508.689,2.495066,0.13748
2M22321784-1651332,apo25m,K2_C3_042-56,4873.061,2.797277,-0.41456
2M18560944+4031213,apo25m,K13_071+16,4490.521,1.951444,-0.15948
2M02531597+5934352,apo25m,139+00,3978.973,1.043258,-0.3696
2M02531597+5934352,apo25m,139+00,3980.595,1.127805,-0.37195
2M07565534+1428339,apo25m,208+20_MGA,3563.444,0.3520412,-0.6509
2M14344878+4854586,apo25m,089+61_MGA,4422.422,1.936043,-0.091359
2M14344878+4854586,apo25m,089+61_MGA,4412.613,1.882107,-0.087371
2M23250544+1418153,apo25m,094-43_MGA,4690.259,2.730341,-0.049008
2M14553115+4908040,apo25m,085+59_MGA,5945.348,3.851733,0.32378
2M14553115+4908040,apo25m,085+59_MGA,5964.902,3.897317,0.32927
2M14553115+4908040,apo25m,085+59_MGA,5948.129,3.877173,0.32035
2M07154129-1100358,lco25m,225+00,4322.353,2.085865,0.21669
2M06515427-0525449,apo25m,COROTA2-RV,4864.045,2.496401,-0.14436
2M06515427-0525449,apo25m,COROTA2-RV,4828.428,2.521713,-0.14311
2M04095999+1236392,apo25m,K2_C4_179-28_btx,4492.558,2.285014,-0.33001
2M16034709+8559097,apo25m,120+30,4324.027,2.118131,-0.0041947
2M13480568+5403551,apo25m,106+60_MGA,4765.318,2.407027,0.073103
2M19310173+4156121,apo25m,075+12,4088.857,1.464444,-0.41286
2M14211718-0549539,apo25m,N5634SGR2,6093.581,4.241163,0.023014
2M14591071+3659438,apo25m,060+60,4845.185,2.761687,0.17391
2M14591071+3659438,apo25m,060+60,4854.428,2.738697,0.16395
2M14591071+3659438,apo25m,060+60,4844.99,2.794431,0.16083
2M05320755+3309366,apo25m,176+00,4853.791,2.363799,-0.16093
2M21201614-0109393,apo25m,052-33_MGA,3767.731,0.7181742,-0.20764
2M03210808+0046317,apo25m,181-46_MGA,4636.896,2.408065,-0.058512
2M03210808+0046317,apo25m,181-46_MGA,4640.004,2.404083,-0.057992
2M03210808+0046317,apo25m,181-46_MGA,4650.98,2.376842,-0.077817
2M03210808+0046317,apo25m,181-46_MGA,4643.27,2.373703,-0.051178
2M17465905-3131411,lco25m,358-02,4835.453,2.609121,0.021008
2M19143943+4604088,apo25m,K06_078+16,4458.436,1.96577,-0.11695
2M04582343+4431447,apo25m,161+00,3788.648,0.8190995,-0.30757
2M04012874+2443533,apo25m,K2_C4_168-21_btx,4409.216,1.795542,-0.44898
2M04012874+2443533,apo25m,K2_C4_168-21_btx,4410.002,1.827257,-0.4494
2M19494791+4056320,apo25m,K19_076+07,3991.418,1.074063,-0.46051
2M07585458+2033107,apo25m,202+23_MGA,4622.433,2.544473,0.01829
2M05125280+2517336,apo25m,180-08-RV,4226.543,1.489151,-0.53778
2M05125280+2517336,apo25m,180-08-RV,4225.772,1.538048,-0.55692
2M03221504+2848400,apo25m,160-24_btx,4448.646,1.955641,-0.21719
2M14500856+1717549,apo25m,020+60,4935.06,2.434221,-0.606
2M16481557-1951223,apo25m,000+16,3681.825,0.801104,-0.51667
2M00055008-0009105,apo25m,100-60,4712.09,2.375152,-0.11648
2M21320200+5043461,apo25m,094+00,3741.797,0.814365,-0.27151
2M06413899+4520240,apo25m,169+18_btx,4076.448,1.13202,-0.5637
2M05151274+2346323,apo25m,180-08-RV,4611.568,2.193619,0.0094986
2M05151274+2346323,apo25m,180-08-RV,4608.475,2.16702,-0.0084949
2M19263989-1250205,lco25m,025-14,4114.076,1.464644,-0.17225
2M06270624+5507369,apo25m,160+18_btx,3869.514,0.8127291,-0.67881
2M07555198-5148586,lco25m,266-12,4876.259,2.57385,-0.010212
2M16360941+4254106,apo25m,069+42_MGA,4601.823,1.51331,-1.4861
2M16360941+4254106,apo25m,069+42_MGA,4609.544,1.521042,-1.4726
2M16360941+4254106,apo25m,069+42_MGA,4615.121,1.536472,-1.4713
2M03380078-0658540,apo25m,192-47_MGA,4728.061,2.491749,-0.10572
2M05291902+5438465,apo25m,158+12,4862.33,2.436994,-0.2678
2M15303683+0710559,apo25m,011+47_btx,5009.543,2.385828,-0.67152
2M02593496-0104114,apo25m,178-48_MGA,4215.183,1.391055,-0.40174
2M02593496-0104114,apo25m,178-48_MGA,4218.758,1.378945,-0.40981
2M07572385+2406134,apo25m,198+26_MGA,4627.681,2.37261,-0.050717
2M07572385+2406134,apo25m,198+26_MGA,4632.393,2.409937,-0.053026
2M06323177-5841532,lco25m,268-25-O_TESS,4470.972,2.094432,-0.16075
2M04523216+4822042,apo25m,158+04,4639.946,2.139589,-0.15519
2M18343334-0131458,apo25m,030+04,3748.296,0.7992969,-0.27005
2M02302371+1014495,apo25m,160-45,4552.373,2.23253,-0.40707
2M13153086+5049576,apo25m,115+66_MGA,6006.178,3.790915,-0.18526
2M19020346+4938202,apo25m,K02_080+18,4813.16,2.472872,-0.19025
2M08453678+7104051,apo25m,142+35_btx,4905.284,2.490483,-0.24348
2M07404329+4142506,apo25m,178+26_MGA,4293.043,1.700446,-0.32677
2M08273147+1115136,apo25m,K2_C18_214+26_btx,5005.173,2.734697,-0.075033
2M08273147+1115136,apo25m,K2_C18_214+26_btx,4987.822,2.707895,-0.067006
2M05550873-6711290,lco25m,276-30-O_TESS,4831.147,2.569145,0.1538
2M06113674+7436261,apo25m,140+24_btx,4790.086,2.308285,-0.40578
2M07010188-6041340,lco25m,270-23-O,4916.597,2.433481,-0.29412
2M07010188-6041340,lco25m,270-23-O,4913.517,2.46619,-0.29813
2M03210808+0046317,apo25m,182-45_MGA,4643.27,2.373703,-0.051178
2M03210808+0046317,apo25m,182-45_MGA,4650.98,2.376842,-0.077817
2M03210808+0046317,apo25m,182-45_MGA,4640.004,2.404083,-0.057992
2M03210808+0046317,apo25m,182-45_MGA,4636.896,2.408065,-0.058512
2M20443233+0028289,apo25m,047-26_MGA,4704.435,2.36578,-0.38911
2M19302402+4233381,apo25m,K16_075+11,4809.595,2.535566,0.013685
2M08110990+3525250,apo25m,186+30,4603.222,2.010252,-0.2937
2M08110990+3525250,apo25m,186+30,4621.779,2.029854,-0.27317
2M07561484+2701534,apo25m,194+26_MGA,4917.431,2.732741,0.19202
2M07561484+2701534,apo25m,194+26_MGA,4920.573,2.737934,0.18753
2M07561484+2701534,apo25m,194+26_MGA,4909.159,2.715394,0.18307
2M07561484+2701534,apo25m,194+26_MGA,4912.302,2.685749,0.18867
2M02082504+6217088,apo25m,131+00,3748.348,0.6478834,-0.56236
2M02082504+6217088,apo25m,131+00,3753.058,0.6823395,-0.57276
2M21302398+5509065,apo25m,098+04,3681.818,0.564999,-0.51691
2M04154637+5001113,apo25m,154+00,3855.545,0.7844207,-0.56057
2M08093034+3221455,apo25m,SGR1,4897.428,2.505733,-0.19639
2M08093034+3221455,apo25m,SGR1,4900.568,2.525273,-0.18269
2M15301463+3829182,apo25m,060+56,5029.78,3.178169,-0.19739
2M15301463+3829182,apo25m,060+56,5045.15,3.213892,-0.18088
2M08175906+2838414,apo25m,195+30,4114.24,1.366085,-0.5968
2M08175906+2838414,apo25m,195+30,4113.103,1.332819,-0.595
2M06040248-5651168,lco25m,265-29-O_TESS,4528.433,2.25756,-0.022777
2M07570678+1627530,apo25m,206+21,4280.247,2.122025,0.19193
2M07570678+1627530,apo25m,206+21,4284.689,2.087465,0.20959
2M06554889-2854190,lco25m,240-12,4001.417,0.9464419,-0.4715
2M17535797-2259316,apo25m,006+02,4107.821,1.879325,0.22016
2M20261592+5759099,apo25m,094+12,4672.125,2.18263,-0.17042
2M07585570+4250528,apo25m,176+29_MGA,4143.75,1.543607,0.090937
2M07585570+4250528,apo25m,176+29_MGA,4144.832,1.565255,0.090299
2M19170371+3647241,apo25m,NGC6791_btx,4129.092,1.388144,-0.40711
2M23263556+8010450,apo25m,120+18,4037.708,1.425383,0.075296
2M04135956-7002055,lco25m,283-38-O_TESS,3880.563,1.232632,0.013871
2M10490955+1602244,apo25m,230+60,4745.897,2.604277,-0.29374
2M10490955+1602244,apo25m,230+60,4758.928,2.579717,-0.27672
2M04310478+5013122,apo25m,154+00,3693.775,0.8940014,-0.019333
2M00593871+5027015,apo25m,125-12,4063.902,1.299326,-0.34432
2M04204916+2913266,apo25m,TAUL1495_btx,3849.348,0.8201745,-0.48914
2M03112721+4937222,apo25m,146-08,3708.731,0.7211152,-0.49703
2M07593515+2352585,apo25m,198+24_MGA,4992.564,2.867208,0.081217
2M23500061+6123135,apo25m,116+00,4089.163,1.228461,-0.25319
2M07412760+2057044,apo25m,NGC2420_btx,4749.792,2.446925,-0.010782
2M07412760+2057044,apo25m,NGC2420_btx,4755.66,2.481153,-0.01206
2M17490123-0050493,lco25m,025+14,3733.797,0.7523257,-0.63479
2M00422843+0737389,apo25m,K2_C8_119-55_btx,4878.037,2.565715,-0.0915
2M20031064+2922199,apo25m,068+00,4328.653,1.78174,0.009089001
2M05083795-6355120,lco25m,273-35-O_TESS,4126.781,1.358408,-0.54266
2M07324905+3937442,apo25m,181+25_MGA,3958.241,0.9089472,-0.6784
2M07324905+3937442,apo25m,181+25_MGA,3922.016,0.8961893,-0.63913
2M08115610-1957322,lco25m,240+08,4303.032,1.689242,-0.091409
2M15313876+8522404,apo25m,120+30,4676.492,2.485075,0.014722
2M20093471+1949360,apo25m,060-08,4385.194,1.685243,-0.43075
2M05571701+2606548,apo25m,184+00,4089.877,1.078832,-0.77716
2M17201872+5605070,apo25m,085+35_MGA,5014.593,2.495108,-0.59031
2M00551654-6858551,lco25m,SMC10,6328.149,4.127348,0.017715
2M06134271-0101333,apo25m,210-08,4992.142,2.868486,0.085988
2M08105302+5610453,apo25m,161+34_MGA,6073.793,4.060042,0.027307
2M03582986+3726241,apo25m,160-12,4277.751,1.806787,-0.054281
2M11022415+4750596,apo25m,160+60,6211.66,3.813237,-0.32194
2M11022415+4750596,apo25m,160+60,6226.809,3.852752,-0.32003
2M11022415+4750596,apo25m,160+60,6169.105,3.739551,-0.34629
2M06432511-6333422,lco25m,273-24-O_TESS,4631.171,2.363366,0.037673
2M09204292+3410392,apo25m,190+44_MGA,5999.368,3.795793,-0.48941
2M18171106-1554418,apo25m,014+00,3831.838,0.9538081,-0.2646
2M04510282+4321462,apo25m,161+00,3966.375,1.354724,-0.093958
2M05112451+4544074,apo25m,161+04,4787.838,2.45069,-0.13646
2M00293594+5518259,apo25m,120-08,4097.28,1.354627,-0.21593
2M00293594+5518259,apo25m,120-08,4096.732,1.346559,-0.20697
2M00293594+5518259,apo25m,120-08,4096.364,1.30874,-0.203
2M04062952+1346389,apo25m,K2_C4_179-28_btx,4930.093,2.498881,-0.31222
2M10443602-4510453,lco25m,281+12,3915.551,0.8387157,-0.69595
2M02433033+3945106,apo25m,146-18_btx,4548.418,2.133435,-0.26539
2M09201918+0043222,apo25m,232+34_MGA,4989.153,3.165181,-0.25063
2M07560910+2731305,apo25m,194+26_MGA,4680.375,2.426834,0.02317
2M07560910+2731305,apo25m,194+26_MGA,4687.288,2.411626,0.020279
2M17215981+5931142,apo25m,088+34_MGA,4653.836,2.539832,0.0064263
2M11500519+0513285,apo25m,266+64_btx,5989.164,4.126675,0.080215
2M14045708-1436162,apo25m,K2_C6_327+45_btx,4606.118,2.453299,-0.16447
2M15105193+0803123,apo25m,009+52_MGA,5957.504,3.975857,0.094249
2M15105193+0803123,apo25m,009+52_MGA,5972.192,3.986086,0.093403
2M23320865-0301421,apo25m,K2_C12_082-60_btx,6110.476,4.224111,-0.25055
2M19175185-5953380,lco25m,N6752,4177.348,1.44727,-0.44845
2M01393781+3052224,apo25m,M33,3907.628,0.9951108,-0.58786
2M01393781+3052224,apo25m,M33,3909.404,1.021978,-0.58137
2M00350559+5528058,apo25m,120-08,4160.073,1.708218,-0.2596
2M00350559+5528058,apo25m,120-08,4167.045,1.724741,-0.26624
2M00350559+5528058,apo25m,120-08,4161.668,1.709719,-0.25819
2M19462350+3327250,apo25m,068+04,4312.91,2.190206,0.19312
2M16430131+4823392,apo25m,N6229,3993.096,1.137295,-0.67865
2M03511001+5450318,apo25m,146+00,3992.886,1.343053,-0.16114
2M08512156+1146061,apo25m,M67_btx,4778.708,2.790365,0.030423
2M08512156+1146061,apo25m,M67_btx,4795.27,2.878495,0.043444
2M08512156+1146061,apo25m,M67_btx,4775.141,2.804204,0.033509
2M08512156+1146061,apo25m,M67_btx,4773.608,2.78677,0.038693
2M08512156+1146061,apo25m,M67_btx,4770.421,2.716233,0.050555
2M04181976+1819207,apo25m,K2_C4_177-21,4587.338,1.99527,-0.3526
2M04181976+1819207,apo25m,K2_C4_177-21,4568.91,1.9345,-0.34851
2M12100484+2006572,apo25m,246+77_btx,4577.58,2.399063,0.10151
2M12100484+2006572,apo25m,246+77_btx,4581.244,2.34937,0.11189
2M11011196+1118251,apo25m,240+60,4252.973,1.766983,-0.2793
2M23511234+7419123,apo25m,120+12,3813.874,0.7925138,-0.60742
2M08202001+1608217,apo25m,207+27_btx,4618.499,2.297167,-0.079158
2M08202001+1608217,apo25m,207+27_btx,4615.421,2.32584,-0.073742
2M16073784+2221075,apo25m,040+45,4889.851,2.725127,-0.17288
2M16073784+2221075,apo25m,040+45,4807.6,2.864908,-0.19069
2M16073784+2221075,apo25m,040+45,4806.356,2.773817,-0.21189
2M01072239+7411546,apo25m,125+12,3874.289,0.9101508,-0.38132
2M05280521+2556011,apo25m,180-04,4517.354,2.125375,-0.11474
2M18002593-5342425,lco25m,340-14,3996.819,1.03778,-0.77752
2M03035602+5816394,apo25m,139+00,4041.263,1.385613,-0.024316
2M10564483-0020434,apo25m,253+51,6478.382,4.254512,-0.054896
2M07322230+4408274,apo25m,175+26_MGA,5031.936,2.70962,-0.085172
2M05384999+3703455,apo25m,173+04,4477.027,1.722321,-0.51534
2M07412001+7451593,apo25m,139+27_btx,4311.281,1.789509,-0.18976
2M22103389-1103538,lco25m,048-48-O,4883.57,3.174608,-0.40029
2M06484392+6912531,apo25m,146+24_btx,4533.817,1.920307,-0.32745
2M06484392+6912531,apo25m,146+24_btx,4537.82,1.913735,-0.32657
2M04553771+6416170,apo25m,146+12,4918.329,2.711695,0.04069
2M08035707+2626144,apo25m,196+27_MGA,4939.562,2.446506,-0.35514
2M08035707+2626144,apo25m,196+27_MGA,4941.908,2.516351,-0.35249
2M08035707+2626144,apo25m,196+27_MGA,4950.263,2.481274,-0.35264
2M06521858-0306425,apo25m,COROTA2-RV,4664.532,2.498585,-0.1523
2M06521858-0306425,apo25m,COROTA2-RV,4660.636,2.607255,-0.17194
2M20160397+3747481,apo25m,FL_2020,3648.276,0.7476919,-0.25112
2M05301094-4442077,lco25m,251-33,4606.549,1.995605,-0.41352
2M04265058-7112167,lco25m,LMC22,6470.594,4.125209,-0.051846
2M04501270+5817586,apo25m,150+08,3813.127,1.081999,0.095421
2M07580589+2926595,apo25m,191+26_MGA,4290.476,1.938267,-0.058203
2M07580589+2926595,apo25m,191+26_MGA,4288.072,1.947793,-0.061765
2M07410857+6443007,apo25m,150+30,4227.808,1.65082,-0.14605
2M01485721+1434510,apo25m,143-47_MGA,4438.667,2.030796,-0.18833
2M17242476+5651059,apo25m,085+35_MGA,4999.498,3.451224,0.044537
2M07231273+2830029,apo25m,191+18_btx,4314.477,2.000068,0.04444
2M08330107+4511462,apo25m,176+37_MGA,4809.375,2.823476,-0.034459
2M07442560+3205045,apo25m,189+25_MGA,4757.596,2.445578,-0.081345
2M13473860+2757342,apo25m,M3,6121.647,3.788819,-0.5337
2M13473860+2757342,apo25m,M3,6018.362,3.663827,-0.5764
2M18580050-2847386,lco25m,SGRC-4,3986.758,1.442156,0.0080967
2M16411278+4109251,apo25m,066+42_MGA,4632.075,2.596515,-0.073657
2M16411278+4109251,apo25m,066+42_MGA,4638.117,2.6196,-0.10157
2M06495477-0844448,apo25m,221-04,4888.945,2.753535,0.090773
2M06525711-5943447,lco25m,270-23-O,4117.854,1.313331,-0.72552
2M06525711-5943447,lco25m,270-23-O,4118.77,1.273441,-0.72812
2M17524118+5943581,apo25m,090+30,4089.865,1.490659,-0.10237
2M05171864+2546054,apo25m,180-08,3740.607,0.5598465,-0.49403
2M05171864+2546054,apo25m,180-08,3731.405,0.5575085,-0.48433
2M17131282+3431146,apo25m,057+35_MGA,6489.07,4.115073,-0.098137
2M02370746-0925318,apo25m,180-60,5612.304,4.480223,0.076677
2M21210385+0105162,apo25m,052-33_MGA,4709.745,2.253809,-0.28259
2M07410685+0834227,apo25m,210+16,4133.697,1.276602,-0.43468
2M05010072+2305189,apo25m,180-12,4700.502,2.10095,-0.11399
2M19112170+4535591,apo25m,K06_078+16,4687.708,2.970429,0.26485
2M16222230-2221391,apo25m,K2_C2_354+18,3832.051,1.3526,0.28953
2M13270636-0041562,apo25m,323+60_MGA,4360.398,1.619899,-0.81947
2M13270636-0041562,apo25m,323+60_MGA,4357.109,1.631107,-0.82611
2M05454438+1550187,apo25m,191-08,4097.462,1.060813,-0.52967
2M03112726+4713050,apo25m,146-08,4074.784,1.189271,-0.42325
2M10094003+0543130,apo25m,235+46_MGA,4550.413,2.336192,0.18607
2M01394953-8426305,lco25m,301-33-C,5996.726,3.87386,0.20647
2M07161367+6839519,apo25m,146+26_btx,4232.265,1.689403,-0.14018
2M19261316+3901173,apo25m,NGC6791_MGA,4834.974,3.234495,0.21544
2M19261316+3901173,apo25m,NGC6791_MGA,4838.344,3.241875,0.20909
2M03552849+3613000,apo25m,160-12,4067.035,1.350017,-0.089205
2M15265567+4326534,apo25m,070+54,4748.766,2.460591,-0.47857
2M15265567+4326534,apo25m,070+54,4785.557,2.491095,-0.50551
2M21124764+6728023,apo25m,105+12,3988.016,1.415886,-0.017696
2M23334937+4907412,apo25m,109-12,3784.938,1.177438,0.06033
2M09035979+3805088,apo25m,186+42,4710.001,2.469849,-0.35508
2M04440353+3419163,apo25m,169-08,3846.078,0.8483983,-0.44533
2M15052638+1134159,apo25m,011+55_MGA,4222.378,1.914513,0.037996
2M06513028+0301026,apo25m,210+00,4042.555,1.559913,-0.004067901
2M18214889-1729493,apo25m,014-02,3852.443,1.303109,0.089364
2M13575998+3351326,apo25m,060+75,4924.696,3.443964,0.060483
2M18072039-2306340,apo25m,008-02,4266.906,1.848993,-0.025618
2M07295074+2433173,apo25m,195+18,4712.699,2.238192,-0.27672
2M07132015-7140188,lco25m,283-23-O_TESS,4425.269,2.069477,-0.070587
2M19191909+6131041,apo25m,CVZ_OB17_btx,4131.118,1.730833,0.030243
2M06191584+5558445,apo25m,160+18_btx,4511.858,2.03061,-0.21676
2M21001774+0029153,apo25m,050-29_MGA,4814.816,2.473447,-0.20765
2M21001774+0029153,apo25m,050-29_MGA,4817.033,2.478423,-0.2152
2M07550452+4040243,apo25m,178+28_MGA,5863.32,4.22439,-0.081299
2M08212439+4047182,apo25m,180+33_MGA,4662.035,2.521908,0.25999
2M08212439+4047182,apo25m,180+33_MGA,4644.491,2.489571,0.24277
2M08075680+2857231,apo25m,193+29_MGA,4879.42,2.998655,0.12535
2M20503272+6251431,apo25m,100+12,3817.616,1.008159,-0.1306
2M04465545+5309434,apo25m,154+04,4446.866,2.079945,0.055848
2M12314648-5127203,lco25m,300+12,3787.295,1.127847,0.19077
2M07045323+0519142,apo25m,210+04,4266.423,1.888265,-0.0042491
2M07373637+3702079,apo25m,182+25,4678.445,2.446877,0.058387
2M02593138-1727506,apo25m,200-60,4915.173,2.391593,-0.57076
2M17132429+3350548,apo25m,057+35_MGA,4157.322,1.306807,-0.5596
2M03001563+5905545,apo25m,139+00,3834.486,0.7007217,-0.52737
2M21080075+1131200,apo25m,059-24_MGA,4397.388,1.925255,-0.057226
2M02385409+4826091,apo25m,140-12,4235.604,1.614226,-0.22869
2M19100426+4557472,apo25m,K06_078+16,4668.628,2.525532,0.20714
2M06103247+4456014,apo25m,169+12,4180.383,1.641071,-0.11371
2M02212090+4252077,apo25m,140-18_btx,4525.911,2.296757,0.041432
2M09310642+0122268,apo25m,233+36_MGA,4229.944,1.464029,-0.58429
2M16154398+3923042,apo25m,063+47_MGA,4699.417,2.4554,0.079431
2M19103112+3243044,apo25m,064+12,4602.776,2.274343,-0.11415
2M10590822+4831015,apo25m,162+60_MGA,4917.41,2.437197,-0.55128
2M10590822+4831015,apo25m,162+60_MGA,4904.424,2.37674,-0.57458
2M13151642-1417413,apo25m,K2_C6_312+49_btx,4225.596,2.005136,0.1783
2M19370169+3955264,apo25m,K20_073+09,3755.948,0.8150725,-0.67247
2M17462384-2943314,lco25m,GALCEN,4158.157,1.748313,0.19629
2M06405728+2233048,apo25m,191+08,3942.646,1.140712,-0.25579
2M05312246-7610047,lco25m,288-31-O_TESS,4543.838,1.859989,-0.27239
2M00405365+1417387,apo25m,119-48_MGA,4728.835,2.473328,-0.11619
2M08095963+2605194,apo25m,196+27_MGA,4531.074,2.042743,-0.27187
2M08095963+2605194,apo25m,196+27_MGA,4542.271,2.088955,-0.27136
2M08110676+2538356,apo25m,197+29_MGA,3969.833,1.302182,-0.22094
2M04290462+3656274,apo25m,165-08,4638.631,1.992468,-0.41911
2M19415970+4438547,apo25m,K15_077+10,5165.078,2.996179,0.086228
2M04231245+1711500,apo25m,K2_C4_177-21,4505.859,2.03342,-0.09586
2M04231245+1711500,apo25m,K2_C4_177-21,4509.056,2.068957,-0.10914
2M01042992+6139212,apo25m,124+00,3745.777,0.8015478,-0.33054
2M03533817+2550482,apo25m,K2_C4_168-21_btx,4804.153,3.040551,0.060995
2M03533817+2550482,apo25m,K2_C4_168-21_btx,4807.901,3.126564,0.056181
2M00100473+8601230,apo25m,NGC188_btx,6071.362,3.865069,0.10732
2M00100473+8601230,apo25m,NGC188_btx,6133.771,3.929244,0.12059
2M19574474+7057378,apo25m,CVZ_OB20_btx,4399.655,1.901402,-0.35363
2M08292279+1134530,apo25m,K2_C18_214+26_btx,4923.201,2.364146,-0.51081
2M08292279+1134530,apo25m,K2_C18_214+26_btx,4957.612,2.432218,-0.48197
2M16533359+3337116,apo25m,056+39_MGA,5099.028,2.828874,-0.16176
2M22255412+5303436,apo25m,101-04,4008.212,1.145019,-0.39901
2M08510342+2942259,apo25m,196+37_MGA,4588.337,2.449805,0.30774
2M08511461+2448419,apo25m,201+37_MGA,5042.885,2.730389,-0.35155
2M06352585-6720101,lco25m,277-26-O_TESS,4250.709,1.698718,-0.30928
2M06352585-6720101,lco25m,277-26-O_TESS,4250.64,1.768947,-0.3196
2M06512171-0201462,apo25m,214+00,3900.082,1.039845,-0.26421
2M13070584+5054063,apo25m,119+67_MGA,4356.497,1.916711,-0.15244
2M13070584+5054063,apo25m,119+67_MGA,4359.652,1.914778,-0.15135
2M13070584+5054063,apo25m,119+67_MGA,4356.352,1.878131,-0.14261
2M17201178+4313155,apo25m,M92,4602.713,2.388078,0.13144
2M08001543+2537346,apo25m,194+26_MGA,4406.571,1.943391,-0.22371
2M18032449-0904212,apo25m,020+06,3701.6,1.047437,0.14832
2M09300651+5034499,apo25m,168+46_MGA,4883.327,3.205786,-0.12303
2M06205591+5609027,apo25m,160+18_btx,3856.068,0.7743188,-0.5512
2M22004957+4018124,apo25m,090-12,4221.601,1.997671,0.071826
2M05174627+2355558,apo25m,180-08-RV,4624.083,2.024122,-0.27799
2M05174627+2355558,apo25m,180-08-RV,4619.573,1.975266,-0.27455
2M06300030-7027285,lco25m,280-27,4366.059,2.157715,0.21102
2M04292617+6151245,apo25m,146+08,3792.533,0.8156433,-0.26348
2M05292705+3547266,apo25m,173+00,4607.232,2.450941,-0.065429
2M22352916+5800543,apo25m,105+00,5005.564,2.62223,0.037125
2M22123769+6748456,apo25m,109+08,3903.927,1.133052,-0.13971
2M06261386+1212046,apo25m,199+00,3944.144,0.9993535,-0.34698
2M18492205-0253441,apo25m,030+00,3750.234,0.8445114,-0.047982
2M06103069+2046300,apo25m,191+00,4191.917,1.424313,-0.12614
2M13381456+3852429,apo25m,090+75,4174.105,1.788497,0.042846
2M19112463+4252076,apo25m,K12_074+15,3800.991,0.9425108,-0.14053
2M00370278+5519301,apo25m,120-08-RV,4794.051,2.372334,-0.35409
2M00370278+5519301,apo25m,120-08-RV,4779.888,2.383132,-0.37232
2M13041806+2806250,apo25m,040+88_MGA,6283.452,3.900784,-0.025393
2M13041806+2806250,apo25m,040+88_MGA,6310.579,4.011628,-0.001513
2M13041806+2806250,apo25m,040+88_MGA,6349.402,3.958737,0.02376
2M13041806+2806250,apo25m,040+88_MGA,6335.547,3.97892,0.018581
2M13041806+2806250,apo25m,040+88_MGA,6346.432,3.985661,0.038769
2M13041806+2806250,apo25m,040+88_MGA,6275.174,3.908856,-0.014635
2M13041806+2806250,apo25m,040+88_MGA,6282.498,3.924027,-0.0099266
2M13041806+2806250,apo25m,040+88_MGA,6310.521,3.913791,0.0073338
2M13041806+2806250,apo25m,040+88_MGA,6370.651,3.994574,0.036964
2M13041806+2806250,apo25m,040+88_MGA,6298.947,3.982936,0.0019102
2M13041806+2806250,apo25m,040+88_MGA,6394.571,4.029743,0.053569
2M13041806+2806250,apo25m,040+88_MGA,6387.097,4.065981,0.041307
2M19115636+4757204,apo25m,K06_078+16,4635.444,2.333856,0.0007288493
2M19040323-3656190,lco25m,000-17-C,4099.189,1.692633,0.075471
